tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
7893081b-e9a9-46b4-a61d-4183fdab12f9,65388413-cb3a-4b02-aa88-99c7c572b9c7,06a4360c-e5ec-11e9-b125-0242ac130002,"<p><em>Guṭhī</em>-members bring wood&nbsp;from the forest to cook&nbsp;various food items for a feast on the full moon day of Māgha.&nbsp;</p>

<p>At midnight on&nbsp;the same day, the&nbsp;<em>guṭhī-</em>members have a feast in front of the <em>capāḥ</em> in the light of the full moon and with&nbsp;<em>sukund</em><em>ā</em> (traditional Nevārī oil lamps used in almost all religious and special events while giving <em>sagun</em>).&nbsp;This is regarded as a tradition unique to&nbsp;Patan.</p>
",Celebration on full moon day of Māgha,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4faf1de8-ff4b-4def-8d9a-c8a6759da3c3,f6472e02-c5db-4c6b-ade5-5f1523f74c0c,06a4360c-e5ec-11e9-b125-0242ac130002,"<p>On the full moon day of Bhādra, garlands are prepared and kept in <em>dy</em><em>ā</em><em>c</em><em>ā</em> (a traditional vessel) by the Sanāḥ Guṭhī&nbsp;of this <em>capāḥ</em>. 14 <em>dy</em><em>ā</em><em>c</em><em>ā</em> &nbsp;filled with garlands are taken out from the <em>capāḥ</em>. These garlands are worshipped&nbsp;in certain shrines in Patan, Buṅgamatī and Chobhar by members of that <em>guṭhī</em>. After completing this&nbsp;worship,&nbsp;guthi members celebrate in the same <em>capāḥ</em> upon their return.</p>
",Celebration on full moon day of Bhādra,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5de49310-ce22-40a2-a111-932634b9d1c7,175e4946-0009-41ff-971e-8b1c374384d3,06a4360c-e5ec-11e9-b125-0242ac130002,"<p>Gutschow mentions that this is one of seven <em>capāḥs</em> in the eastern quarters of Patan, and that the Dupāt&nbsp;Capāḥ seems to include around 300 members of the funeral association.</p>
",Funeral Association,Local knowledge,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/SSJP3PFI/q/gutschow"" target=""_blank""><strong>Gutschow 2011</strong></a>&nbsp;(vol. 2): 640</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c1176bff-e1a4-4f27-a2e7-ed910b7bde2e,24ec3fda-e312-435c-a867-58d273b14fa0,06a4360c-e5ec-11e9-b125-0242ac130002,"<p>On the occasion of Indrajātrā, a feast is organised in the <em>capāḥ</em> by the Sanāḥ Guṭhī of Dupāt Ṭola. Traditionally, a&nbsp;sheep would be sacrificed and cut up to be given to&nbsp;<em>guṭhī</em>-members</p>

<p>On the day of Indrajātrā, a mask of Bhairava would traditionally be exhibited in front of this Capāḥ. The Bhairava mask was stolen a few decades ago, meaning that the tradition temporarily came to an end.&nbsp;Once a&nbsp;new mask was made&nbsp;the tradition was taken up again in 2069 VS.&nbsp;</p>
",Indrajātrā,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
bf2d2424-cd12-47c7-800f-2f31a01ab575,3c7171e1-8114-429c-a159-be9fae9a2afd,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>The descendants of the Thaku Jujus (Ṭhakurī kings) perform&nbsp;the daily worship in the temple. Two Ḍaṅgola families have been taking care of the temple as <em>dyaḥpālā,&nbsp;</em>caretaker of a God. The&nbsp;<em>dyaḥpāḥlāḥs </em>are changed on Saturdays.</p>

<p>&nbsp;</p>
",Daily Worship and Taking Care of the Temple,,"<p><em>Dyaḥpāḥlāḥ </em>of the Temple from a Ḍaṅgola caste, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ab8196b9-0178-4321-86b1-d8cdf475d5df,d233f270-c306-4e18-ab61-41a063abde74,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>It is believed that Bhīmasena fasts on&nbsp;the eleventh of the bright fortnight of Māgha (Bhīmasena Ekādaśī). Thus, the caretakers of the temple too fast on this&nbsp;day. In order to end the fasting, a <em>sagaṃ</em>&nbsp;is prepared at the caretakers&rsquo; house, and offered to the deity and the respective caretaker(s) following&nbsp;a special ritual&nbsp;in the evening.</p>
","Fasting by Bhīmasena, Caretakers, and Performance of a Special Ritual",,"<p><em>Dyaḥpāḥlāḥ </em>of the Temple from a Ḍaṅgola caste, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f08108a1-143d-4426-a8eb-a7cd0a0b180b,0c40ee19-c8e7-447c-984c-74437f5d5a61,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>A <em>phalcā,</em> located around forty&nbsp;meters from the temple, is believed to be the real home of Bhīmasena consecrated in the temple. Thus, his statue is carried to the <em>phalcā </em>once in every twelve&nbsp;years. This tradition is now called <em>guptavāsa</em>&nbsp;of Bhīmasena, meaning to live somewhere without letting anyone know. Since there is no fixed date for this event, the concerned astrologers appoint&nbsp;an auspicious date and time. During this event, the Bhīmasena and four other statues kept in the sanctum are carried to the abovementioned <em>phalcā</em>. The sanctum of the temple remains empty for this period, therefore another statue of Bhīmasena (KAT0920-002), established in the northern side of the sanctum, is worshipped. This event is organized jointly by the members of various castes. The Citrakāra caste members paint the statues, and the Mānandharas secure the temple, wash the feet of Draupādī, decorate her, and bring the statue of Bhīmasena out from the sanctum. Since Bhīmasena himself is considered a Jyāpū (Maharjana), no other caste members are allowed to touch him. The Sthāpitas manage the wooden elements needed for the event, and the Tāmrākāras make the feet of Bhīmasena. Similarly, the Śākyas repair the mud made Bhīmasena statue, and the Vajrācāryas perform the rituals. The Kapālīs play music, especially <em>nagarā,</em>&nbsp;when the rituals are being performed.</p>
","Procession of Bhīmasena (known as guptavāsa, meaning to hide oneself somewhere and live)",,"<p><em>Dyaḥpāḥlāḥ </em>of the Temple from a Ḍaṅgola caste, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
80978cd8-099c-4a4a-9c39-409dd1b11d94,0977f780-d1b0-42df-bf27-a5a4a0895cf5,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>Every year on the full moon day of&nbsp;Vaiśākha, the Janaipūrṇimā,&nbsp; the Indra Jātrā, and&nbsp;the&nbsp;Piśāca Caturdaśī, the deity is adorned with a piece of cloth inlayed with gold.</p>
",Offering a Golden Cloth,,"<p><em>Dyaḥpāḥlāḥ </em>of the Temple from a Ḍaṅgola caste, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5dbe8f01-c211-49b3-8bd3-2fc499a748fc,3dae9534-5991-4c92-976f-21f951ffc28c,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,"<p>Male and female devotees, who are having back pain, respectively worship the&nbsp;two human statues, Dhusi Āḥju and Dhusi Ajimā. It is believed that they help to relieve pain as such.</p>
",Worship of Dhusi Āḥju and Dhusi Ajimā,,"<p><em>Dyaḥpāḥlāḥ </em>of the Temple from a Ḍaṅgola caste, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0b6fb2d6-ed7a-4f67-a8de-25ab4ca99694,056f3916-1a0e-4ee6-8f4a-60fa6e6502a9,0706813a-e81d-11e9-8bc4-0242ac130002,"<p>In the months of Māgha, Guṃlā and <em>punhi</em> (full moon day),&nbsp;<em>bhajan</em>&nbsp;is performed at this&nbsp;Phalca<em>.</em> The castes involved are Maharjan and Avāle.</p>
","Bhajan
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b6fa2b32-f3fc-47ed-b103-605d6e100916,3d01a6a8-8dea-41db-a072-5977d10d8446,0706813a-e81d-11e9-8bc4-0242ac130002,"<p>This Phalca&nbsp;is used to distribute&nbsp;<em>samaybaji</em>&nbsp;on a given&nbsp;day during the Indrajātrā festival, when Red the Matsyendranātha reaches Lagankhel. The castes involved are the Maharjan and Avāle.</p>
","Distribution of samaybaji
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fb877f98-e4df-497d-b69c-a860ef373d65,80a87e3c-88c1-4898-87e7-0c92f0ca60ea,0826cd5e-f3e4-11e9-a3c8-0242ac130002,"<p>Previously, a family from the Hakha Bāhāḥ Saṅgha used to worship the <em>caitya. </em>An<em>&nbsp;</em>annual festival was&nbsp;organised on the full moon day&nbsp;of Āśvina <strong>(Locke </strong>1985, 152<strong>).</strong>&nbsp;However,&nbsp;<em>pūjās</em>&nbsp;such as these are no longer&nbsp;performed here.</p>",Worship and annual festival,"Secondary literature,Local knowledge","<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a> </strong>1985, 152</p>

<p>Owner of the nearby house, Pradhān, male, 48</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
023e1b14-48f3-4f85-a40a-3c98e2f6f712,bd2c497e-757f-4a1d-b61f-e7125a87f4ef,09670bee-ec13-11e9-b125-0242ac130002,"<p>The daily ritual worship is performed by eight active members of the&nbsp;<em>saṅgha&nbsp;</em>in turn. The term of service is two weeks, and the responsibility for this&nbsp;rotates through the households of the&nbsp;<em>saṅgha</em>.</p>
",Daily ritual worship,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
eb5ce462-64d0-4de8-a8fb-d25c974d0680,89b5588a-9a45-46fc-97ed-ceec28563e40,09670bee-ec13-11e9-b125-0242ac130002,"<p>The&nbsp;<em>saṅgha&nbsp;</em>of the Bahī organises&nbsp;its anniversary ritual&nbsp;on the full moon day of Caitra.</p>
", Anniversary ritual,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
dfb03334-7932-46da-9007-f83bf3093812,ff387317-6ae5-4945-8fb7-2c4140c3009c,09cff614-e084-49eb-9fd7-7e4eb20cd37d,"<p>The Ācārya Brāhmaṇa family, the resident of the northern part of Balambu, which is known as Caukītāra, has been performing the daily worship in the temple. Neccesary items for the <em>pūjā</em> are provided by the Guṭhī Saṃsthāna and the event is managed by a Maharjana family who lives nearby the temple. The family is also supposed to take care of the temple.&nbsp;</p>
",Daily worship,,"<p>Local knowledge, local resident, Śreṣṭha, male, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d957a822-c7bb-49c8-a895-908ac2b91a15,11942d24-9262-4ad7-b411-083934f338a7,09cff614-e084-49eb-9fd7-7e4eb20cd37d,"<p>Before starting any auspicious occasion such as initiation, birthday celebration or the first rice feeding, the residents of this place worship the Gaṇeśa temple.</p>
",Worship on the auspicious occasion,,"<p>&nbsp;Local knowledge, local resident, Śreṣṭha, male, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
7a2f3122-1e50-4cf2-acce-b868d053a091,4015085c-164e-46a2-9b82-10c6faeb1ce2,09cff614-e084-49eb-9fd7-7e4eb20cd37d,"<p>On the eight day of the bright half of Āṣāḍha (Bhalabhala Aṣṭamī), a special <em>pūjā</em> is observed by the Ācārya priest of the temple. A black male goat, which is provided by the Kālamocana Gūṭhī of Kathmandu, is then sacrificed.</p>
",Special pūjā,,"<p>Local knowledge, local resident, Śreṣṭha, male, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
31d10dfc-635a-49bc-a010-863d1ded8042,d2798175-7701-445e-8b36-dccfbe4c5a7c,0a5850e6-17f9-11ea-b9b1-0242ac130002,"<p>The Newars from&nbsp;the Kathmandu Valley clean the water fountains on the 6th of the bright fortnight of Jyeṣṭha. In line with this tradition, the residents of Bungamati used to clean this <em>hiti</em>&nbsp;on this day&nbsp;until about a decade ago (writing at the end of 2019). However, this tradition seems to have come to an end.&nbsp;</p>
","Cleaning of the Hiti
",Local knowledge,"<p>Two of the priests of Karuṇāmaya Mandira,&nbsp;Śākya, male, age&nbsp;52 and 69.</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
00d9c3d8-324a-43bd-afa9-e479e1666242,6c90882d-2f22-4cd2-ae5e-22aa3c21564b,0a5850e6-17f9-11ea-b9b1-0242ac130002,"<p><em>Yacĩpujā</em> is a ritual worship&nbsp;performed for&nbsp;Buṅgadyaḥ by the 31 Pānejus of Bungamati. Traditionally, the water vessels used for this <em>pūjā</em> had to be filled in with the water from this <em>hiti</em>.</p>
",Yacĩpūjā,Local knowledge,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9MUQQ64I"" target=""_blank""><strong>B. Śākya</strong></a> 2004,&nbsp;31</p>

<p>Two of the priests of Karuṇāmaya Mandira,&nbsp;Śākya, male, age&nbsp;52 and 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b569d70f-a7d8-48f1-bee1-01bd6663306f,c5817155-27ac-49ce-b189-66d356886f72,0b26d633-56f8-4872-859c-76d7f7c0677d,"<p>The annual worship is organised on the first day of the dark fortnight of Bhādra.</p>
",Annual Worship (varṣabandhana) ,,"<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a></strong> 1985, 60</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
78c691d4-5ef7-45a2-b0a9-7952c1814e29,56350df5-854a-4a5f-9494-296cc6150ab8,0b26d633-56f8-4872-859c-76d7f7c0677d,"<p>A Vajrācārya family from Nyākhā Cuka performs daily ritual worship at the Bāhāḥ.</p>
",Daily worship (nityapūjā),,"<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a></strong> 1985, 60</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fe4d6bd8-59bc-482e-9c71-4320eb2ac256,341cf68a-474c-4df3-8585-e3ac67f8961c,0b6871b6-44e1-45f4-9074-005d6e68a28e,"<p>People come here to chant both Buddhist and Hindu Dāphā&nbsp;<em>bhajanas</em>&nbsp;in the months of&nbsp;Gũlā, Kārttika and Māgha. All of these&nbsp;<em>bhajana&nbsp;</em>chanters are members of the Jyāpu community. In addition to that, they also sing on any auspicious occasions.</p>
",Dāphā Bhajana,,"<p>Local knowledge, a resident of the area, Maharjana, male, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ba141442-f56e-416d-b741-0ece81f79a8d,b0a80754-67f5-47f4-9dbe-9f77b8081cbf,0b875a50-e754-11e9-b125-0242ac130002,"<p>All of the ritual worships and other functions of this <em>bāhāḥ</em> have been discontinued. The stone inscription attached to the wall of the <em>bāhāḥ</em> mentions that the consecrator had the&nbsp;following arrangements for ritual worships and other functions:</p>

<p>1. On the 7th day of the bright half of Śrāvaṇa, 5 ghee-lamps and 11 oil-lamps should be lit. 12&nbsp;<em>pāthī</em>&nbsp;of unhusked rice should be expended from the&nbsp;<em>guṭhī</em>-land production for this.</p>

<p>2. On the 8th day of the bright half of Śrāvaṇa, a feast should be organised. 25&nbsp;<em>pāthī</em>&nbsp;of unhusked rice should be expended.</p>

<p>3. On the full moon day of Śrāvaṇa, a banner should be exhibited and&nbsp;worship should be performed. 12&nbsp;<em>pāthī</em>&nbsp;of&nbsp;unhusked rice should be expended.</p>

<p>4. On the 3rd day of the dark half of Śrāvaṇa a feast should be organised. To organise the function,&nbsp;9&nbsp;<em>pāthī</em>&nbsp;of&nbsp;unhusked rice should be expended.</p>

<p>5. On the 13th day of Bhādra, a lights ceremony should be organised. 22&nbsp;<em>murī of&nbsp;</em>unhusked rice should be expended.</p>

<p>6. On the full moon day of Āśvina,&nbsp;<em>varṣavardhanapūjā</em>&nbsp;should be organised. A fire worship (<em>yaj&ntilde;ya</em>) must&nbsp;be performed. 1&nbsp;<em>murī</em>&nbsp;beaten rice, 9&nbsp;<em>tolā</em>&nbsp;ghee and one&nbsp;<em>a&ntilde;julī sakkhar&nbsp;</em>(coarse brown sugar)<em>&nbsp;</em>has to be donated to the priests. 2&nbsp;<em>murī</em>&nbsp;unhusked<em>&nbsp;</em>rice should be expended to organise the function.</p>

<p>7. In the month of Vaiśākha, when the chariot of Matsyendranātha arrives to Lagankhel, a lights ceremony should be organised.&nbsp;<em>Samay</em>&nbsp;of three&nbsp;<em>pāthī</em>&nbsp;unhusked rice has to be donated. 12&nbsp;<em>pāthī</em>&nbsp;of rice should be expended.</p>

<p>8. Expenditure for&nbsp;the daily ritual worship is as follows:</p>

<p>a) For the incense of&nbsp;<em>śrīkhaṇda candana</em>, 10&nbsp;<em>pāthī</em>&nbsp;unhusked rice.</p>

<p>b) For offerings to the gods, 1 murī unhusked rice.</p>

<p>c) To light the oil-lamp, 1 murī unhusked rice.</p>

<p>d) To offer a&nbsp;<em>piṇḍapātra&nbsp;</em>every day,&nbsp;10&nbsp;<em>pāthī</em>&nbsp;unhusked rice.</p>

<p>e) A Pa&ntilde;cajyoti should be&nbsp;the priest. He must recite&nbsp;<em>Pa&ntilde;carakṣā</em>. The daily worship should never be stopped. The priest should get 1 murī unhusked rice. If the daily worship of the <em>bāḥāḥ</em> stops, the&nbsp;<em>guṭhī</em>-members may select another priest.</p>

<p>For the continuation of the above-mentioned managements, 5&nbsp;<em>ropanī</em>&nbsp;land in Ikvalā and 4&nbsp;<em>ropanī</em>&nbsp;in Dekva was bestowed upon the&nbsp;<em>guṭhī</em>. The names of the&nbsp;<em>guṭhī</em>-members are as follows: Govinda, Jionasiṃ, Devasiṃ, Haridha, Bhimasudha, Kṛṣṇavīra, Dhanavanta, Lakṣmīnārāṃ and Harṣavīra. They should repair the <em>bāḥāḥ</em> when it is damaged,&nbsp;and conduct the annual worship and other rituals.</p>

<p>9. The&nbsp;<em>jaladroṇi</em>&nbsp;(a water tub) placed near by the <em>vihāra</em> should never be empty: it must always be refilled.</p>
","Rituals, worship",Inscription,"<p>According to the inscription from NS 988</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
88cb9a56-84f2-40f2-81ce-831257de7bba,4d19065e-fff7-4d3b-afe4-b64c58563c91,0be328fe-020b-11ea-a389-0242ac130002,"<p>During the Pyakhaḥ procession of Sunaguthi, the four palanquins (<em>khaṭas</em>) of the gods stop&nbsp;in front of this monument and are worshipped. Thereafter, the cots pause in front of the Nāmasaṅgīti Phalcā. Maharjan and Tanduar observe: &quot;The palanquins are stopped for <em>pūjā</em> in different locations. The first stop is in front of the Yaḥsigāḥ at Hitiphusaḥ where the <em>puja</em> is done, then it is moved and stopped for a while for other <em>pūjā</em> in front of the Namāsangitī Phalcā at Dampāchẽ.&quot; (p 2-3) In the interim period, important figures&nbsp;of the procession (<em>nāyā māḥs</em>) come to the Daṃpāche Phalcā and rest there. &quot;The older halipatā and other ritual objects are stored on the Hitiphusaḥ Phalcā. The Yāḥ guthi people responsible for its caretaking sleeps overnight on this Phalcā. This marks the official beginning of the three-day festival&quot;, write Padma Sundar Maharjan and Sanina Tandukar in their report on the Yatra (p. 2).</p>
",Pyakhaḥ procession,Local knowledge,"<p>Local resident, Maharjan, male, age 75</p>

<p>Maharjan and Tandukar, p. 2, 3</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2ce1259c-0dbe-4f9c-92ff-66c86f91e636,fb806dd5-009a-431f-a6ac-666fb8518fd7,0be328fe-020b-11ea-a389-0242ac130002,"<p><em>Bhajana</em> are chanted during the Gũlā month of the lunar Nepalese calendar. The Dhime Maṅkākhala group coordinates this activity.</p>
","Chanting hymns (bhajana)
",Local knowledge,"<p>Local resident, Maharjan, male, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2cf77eb3-d38f-46b7-bb19-e5035ee97452,2e685faa-3f7d-48f5-9e5a-279223dd7e45,0c6b269c-e676-11e9-8bc4-0242ac130002,"<p>An ancient custom dictates that four astrologers of Patan sit in the Maṇimaṇdapa to find an auspicious date and time to bring the statue of Matsyendranātha from Buṅgamatī to Patan. They also decide upon a date for the <em>bhoṭojātrā </em>and inform the public of their decision.</p>
",Matsyendranāthajātrā,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
