tileid,parenttile_id,resourceinstance_id,historicaldetailimage,historicaldetailimagecaption,Historical Event Description,historical event name,historical event category,sortorder,provisionaledits,nodegroup_id
10e0ae8b-2f45-4d5b-b87c-090f2bd2349e,794d33a3-07ad-445a-8158-08ef76b5f5d4,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>This inscription is attached to the wall of the ground floor. This inscription no longer legible.</p>
",Unknown,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
da7cb73d-bde2-4298-8571-a3b687220cc3,d118cd59-be56-4704-a035-f60b83ef22db,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>This inscription is attached to the wall of the ground floor. This inscription is no longer legible.</p>
",Unknown,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8abea67c-17fc-4294-b8ee-a0eef46a46b7,0d504cfb-2600-4bbe-afb5-5db6f94d0214,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>This historical event is related to the&nbsp;Dupāt&nbsp;Gaṇeśa Mandira (<strong><a href=""http://129.206.36.141/resource/a83b5ca2-9d62-11e9-9dd2-0242ac130005#"" target=""_blank"">LAL2110</a></strong>). For more details see the historical events of the monument.&nbsp;</p>
","Installation of a stone toraṇa and matakārana in Dupāt Gaṇeśa Mandira and formation of a group of devotees.
",Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
773c21ec-43a6-4686-b5e7-6b9ee0d3c3d3,eb64b50a-171c-45b0-9bd0-bb9eb7b95296,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>A stone&nbsp;<em>Gaṃśala</em>&nbsp;was installed in the&nbsp;<em>capāḥ</em>. <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/madhya/titleCreatorYear/items/QBIUCGXV/item-list"" target=""_blank""><strong>Dhanavajra Bajracharya</strong></a> (2056)&nbsp;has interpreted this as being&nbsp;<em>Ganeśa</em>. The name of the&nbsp;<em>thakāli</em>&nbsp;is given as Parīdeva Bhāvo.&nbsp;The inscription is attached to the wall of the ground floor.</p>
",Installation of an Gaṇeśa image inside the Dupāḥ Gaṇeśa Mandira ,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ccfca9bc-4824-40ab-9cb2-5224c7d768da,9470c129-0672-4423-8b4f-ac53211e3c0e,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>This historical event is related to the&nbsp;Dupāt&nbsp;Gaṇeśa Mandira (<a href=""http://129.206.36.141/resource/a83b5ca2-9d62-11e9-9dd2-0242ac130005#"" target=""_blank"">LAL2110</a>). For more details see the historical events of the monument.&nbsp;</p>
","Construction of a temple
",Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
cfcdea63-c143-4792-a3f1-dfe6957ee232,2cee0988-b94b-4633-a3d0-a376a058561f,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>The Capaḥ was dismantled and replaced by a four storey concrete structure with seven bays and concrete pillars (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/7PNQXZQ2/q/maharjan"" target=""_blank""><strong>Maharjan</strong></a>&nbsp;2018,&nbsp;299).</p>
","Reconstruction of the Capāḥ
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8a60bff8-a4e1-4ae3-9f2e-9e2f5101507c,73185739-9637-4afd-8553-05b0bea7aa12,06a4360c-e5ec-11e9-b125-0242ac130002,,,"<p>This historical event is related to the&nbsp;Dupāt&nbsp;Gaṇeśa Mandira <strong>(<a href=""http://129.206.36.141/resource/a83b5ca2-9d62-11e9-9dd2-0242ac130005#"" target=""_blank"">LAL2110</a>)</strong>. For more details see the historical events of the monument.&nbsp;</p>
","Installation of two lionsin Dupāt Gaṇeśa Mandira and formation of a group of devotees.
",Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c8a035d0-99c6-4771-8fd2-5987b0d53f9f,8fe6693d-14a2-4434-b461-86be88764ed6,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>Rañjikā (Rañjitakāra) Jayadharmma from&nbsp;Cikãmugala Ṭola offered it to Bhīmasena.</p>
",Offering of a Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0b671dc0-9ed9-463a-ab29-99195bd22c6a,ea08a797-075d-4340-af71-11dbbcc766f4,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>The temple was renovated during the reign of King Mahendra, when&nbsp;Pannā Māna Siṃha Malla, one of the descandants of Toyūju Thaku, was the Ward Chairperson. The local community also actively participated in the renovation process.</p>
",Renovation of the Temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5276cd7d-7fcf-4b09-8e0e-1a84f682763e,ba5dc800-300b-4916-86d7-66c861e5a3d2,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>The upper two roofs of the temple were already cladded in gold-plated brass. The <em>jhĩgaṭī</em> tiles of the first roof were also replaced with copper sheets. This work was supported by the office of the Ward Number 20, the Department of Archaeology, and local patrons.</p>
",Replacing Jhĩgaṭī Roof with Copper Sheets,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
88999721-c325-477f-9e11-ab7b852911d2,e7d98853-b9d3-4c8a-b310-abe5b26b2356,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>During the reign of King Rājendra Vikrama Śāha, Tulādhara Rāvata and Mānandhara Jaganārāyaṇa (Jagannārāyaṇa), residents of Maru Ṭola, offered the&nbsp;lion pillar including a gold-plated lion statue resting atop of it. They also offered the <em>patāḥ</em> to the deity.</p>
",Installation of a Lion Pillar and Offering a Patāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6a47606a-26b0-4886-80c7-021458871be9,fffa5dcc-0096-4381-b463-0edf80ad1c73,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>Dhanalakṣmī, her son Saṅkhanārā̃,&nbsp;and other family members jointly repaired&nbsp;the Jalaharyoparijinālaṅkṛta Caitya (KAT0920-005) during the reing of&nbsp;King Surendra Śāha (r. 1847-1881).</p>
",Repair of the Jalaharyoparijinālaṅkṛta Caitya (KAT0920-005),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0f265fb5-6ddc-4308-a05b-6f01e7ed1234,e29a862c-d3c7-4c69-82a3-d712654e7c4b,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>Since the inscription is heavily damaged, its content&nbsp;remains obscure.</p>
",Unspecified Event,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0ef4e9fb-3381-454f-b3be-00fedc2ee6be,30264846-9de2-4e95-9a95-75375f5fab62,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>Mānadhra Jayadeo (Mānandhara Jayadeva) offered it&nbsp;to Bhīmasena.</p>
",Offering of a Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d370e7ef-eefb-46e9-948e-7ef5d3ec078b,bd87989c-1694-46d5-a564-5f2d5e4830d7,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>A Mānandhara <em>guṭhī</em>, comprising of thirty-seven&nbsp;members and headed by Mānandhara Jesta Taosi, offered this&nbsp;<em>toraṇa&nbsp;</em>to Bhīmasena.</p>
",Offering of a Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
4627ebc7-3d0f-4ba7-adfa-2ac2de1cbd66,5d9b47be-2f12-465d-b547-526550b6366b,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>King Pratāpa Malla established this stone inscription praising Bhīmasena. It also records the installation of the&nbsp;Draupadī Statue in the sanctum.</p>
","Installation a Stone Inscription, Praising Bhīmasena, and Establishment of a Statue of Draupadī",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b9cc035b-a84a-40e2-8f15-18936527cfbe,8a65a618-bbf2-4d00-a5ce-aca596e4eb36,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>This event is not related to the Bhīmasena Temple. On the bottom part of the copperplate inscription, which records the consecration of the Bhīmasena Statue, it is mentioned that King Mahendra Malla constructed the <em>Tao Devala</em> (the Taleju Mandira) in 1564 CE (NS 660).</p>

<p>The copperplate inscription only mentions NS 684 Mārgaśīrṣa. The date mentioned on a record that details the <em>mandira</em>&rsquo;s construction, also mentions tenth day of the dark fortnight in Mārgaśīrṣa on NS 684 (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/V8TCVGZZ/library"" target=""_blank"">Vajrācārya G.</a></strong> 2033, 116).</p>
",Construction of the Taleju Temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d0b4c7aa-48ba-4ff6-a379-55a0e7f11e97,3ca3d824-fcc9-45a3-9bb8-d7804cee710b,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,,,"<p>Toyūju Thaku, a <em>mahāpātra</em> of the lower Kvāḥ Bāhāḥ, installed the Bhīmasena Statue, formed a <em>guṭhī,</em> and made a land endowment.</p>
",Installation of the Statue of Bhīmasena,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
aec3accb-46bd-4f76-9d44-d020e9d2bd61,7f59c030-8ac6-4a95-8b69-b4aedcaec98b,0706813a-e81d-11e9-8bc4-0242ac130002,,,"<p>Bhelāchẽ Phalcā<em>&nbsp;</em>was&nbsp;renovated in VS 2032 (1975 CE), this time using&nbsp;concrete.</p>
","Renovation of Bhelāchẽ Phalcā
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f6142337-7029-4fca-a776-5703f5ae00df,f2e7c642-c043-4e52-8b35-44997d180098,0706813a-e81d-11e9-8bc4-0242ac130002,,,"<p>Bhelāchẽ Phalcā<em>&nbsp;</em>was completely destroyed in the 1934 earthquake. Pūrṇalāla Mahāju and his wife and son organised for it to be rebuilt.</p>
","Renovation of Bhelāchẽ Phalcā
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a8b09897-7977-4944-bb04-a412f9409dd5,2fe4f1a6-1f96-4070-aef9-61215dbe65dd,0706813a-e81d-11e9-8bc4-0242ac130002,,,"<p>Guhya Lakṣmī Brāhmaṇī commissioned&nbsp;this Phalcā. He instructed that&nbsp;beaten rice 1 <em>ph&atilde;, syābaji </em>1 <em>mānā</em>, soy&nbsp;beans 1<em> mānā,</em> bean 1 <em>prastha</em>&nbsp;fish and 1 <em>prastha</em>&nbsp;ginger should be distributed at Bhelāchẽ Phalcā on the full moon day of Bhādra. Three lamps should also be lit on this day.</p>
","Construction of Bhelāchẽ Phalcā
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a3240e37-2eaa-448a-a3e8-b113a7a557bf,be5298dd-efea-447a-9100-39df2efe16d7,0706813a-e81d-11e9-8bc4-0242ac130002,,,"<p>&nbsp;In 2017 CE, Bhelāchẽ Phalcā&nbsp;was renovated by the Bhelāchẽ community and Lalitpur Metropolitan City in a traditional Newar style.</p>
","Restoration
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0f5b79e6-e0d7-4817-b9bc-cc02ba526f24,8352e58c-e62e-4cd8-900d-b5693ff9312b,0826cd5e-f3e4-11e9-a3c8-0242ac130002,,,"<p>Māhīlā and his wife Pañcamāyā&nbsp;constructed a&nbsp;<em>dharmadhātu maṇḍala</em>&nbsp;to&nbsp;the north of the Licchavi <em>caitya</em>.</p>

<p>&nbsp;</p>",Construction of Dharmadhātu Maṇḍala,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f233b37a-de22-4088-96fa-f4b06af5500b,ecc2fe39-11e1-4f6d-87f5-f492d3750fec,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>The restoration process started in 2014. The&nbsp;old monastic&nbsp;building was demolished and completely&nbsp;rebuilt. The&nbsp;Lalitpur municipality provided&nbsp;RS 28 Lakh for the work to be carried out,&nbsp;and some more money was collected through donations. When the 2015 earthquake hit, the roof was in the process of&nbsp;being repaired.&nbsp;Now the restoration is almost finished.</p>
","Complete restoration of the Bahī
",Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a1da6272-6e6a-462c-8b49-03861fb1b7e5,dc21a03f-7e50-479a-a090-fd13d00a8c97,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Dharmarāja and his&nbsp;family donated money to pave the&nbsp;plinth of the Vihāra.</p>
","Donation for the pavement of the plinth
",Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
330ef51c-ec59-42d7-a77a-2e1bb7311b9b,a178b7d2-99ea-44ae-8c8d-088f49647c3e,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Ganhudeva and Āgamadeva donated a bell on the north side of the monastic building.</p>
","Donation of bell
",Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9b8db10d-b371-4f15-9f90-56c213173a9e,e6e15945-0705-4c19-967b-0615c260cdd6,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>There was a fire in the first floor of the Vihāra. The first floor was destroyed, and the<em>&nbsp;</em>Āgama deity in the sanctum&nbsp;had to be replaced.</p>
",Fire,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0a90d7c6-57c2-4c3d-9c3c-42058d61437a,35830fb4-86ec-44fb-be16-b307f45e2cc0,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>This is&nbsp;located between the Dharmadhātu Jinālaya Caitya and the Dharmadhātu Maṇḍala<em>. </em>The inscription describing the event has been lost.</p>
",Construction of Pañcāvalīyukta Caitya,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
81d470f8-32cf-4bf1-a712-6775618ea46a,63873d29-cdf3-4056-87c5-1b6a083c9ada,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Doyaju, one of the&nbsp;sons of Abhayarāja (who established the Mahābuddha temple (<strong><a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/9d5039d0-e979-11e9-8bc4-0242ac130002"">LAL2340</a></strong>)), lived&nbsp;in this Vihāra as a monk.&nbsp;He also passed away here. A&nbsp;golden statue was established in&nbsp;the sanctum&nbsp;in memory of him.</p>
",Consecration of golden statue,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bcc83be5-1875-4088-b595-7fdf132a0213,d1f91caf-aae1-41b4-9d97-d58b3dace74f,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Four different eras&nbsp;of years that are the same date have been written in this copper inscription: NS 511, Kaligata Saṃvat 4492, VS 1448 and Śaka Saṃvat 1313. During&nbsp;the reign&nbsp;of King Jayasthiti Malla, when three Mahāpātras were ruling in Lalitpur, Śākya Bhikṣu Jayacandasiṃha performed a&nbsp;<em>lakṣāhūti</em><em>&nbsp;yaj&ntilde;a</em>&nbsp;and enshrined the image of the main deity in the sanctum of the Vihāra&nbsp;together with his younger brothers Rājanāyakasiṃha and Haṃsarājasiṃha. Ācārya Subodhajīva was the priest who oversaw&nbsp;this&nbsp;ritual.</p>
",Image of the main deity was enshrined in the sanctum of the vihāra,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
926ef8ad-2e0b-4b68-ae56-f27e32717513,a6bb4d90-cc38-41dc-a59b-d259bfc7c1fb,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>The&nbsp;bell donated by Ganhudeva and Āgamadeva broke in NS 944, and so Dhanapati, Lachimī and their group donated a new bell in NS 967.</p>
",Donation of new bell,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b9aaace6-3cf1-49cd-b099-48bd5f3193f3,31393834-e6d8-40ec-9c20-eeda4eb6f6e3,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Gaṇapati constructed a Phalcā<em>.</em>&nbsp;This is located to the south of the outer entrance of the Vihāra.</p>
",Construction of a Phalcā,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
174b990b-b04b-47f4-8a9d-33c97dc9071e,a12dee8c-3e57-49c1-88b4-d730da98d468,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Thapāju Bilasiṃ, Rakṣānanda, Bhājudhaṃ and&nbsp;Lakṣmīdhaṃ repaired the&nbsp;roof and the&nbsp;<em>āgama&nbsp;</em>after these were destroyed in a fire. The&nbsp;<em>āgama</em> deity&nbsp;was then reinstalled in its original place.</p>
",Repairs after the fire,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f0af1553-75ec-42c5-9ff1-17014c0dcf02,85e998aa-1c33-4f7c-b4fb-9768841da251,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Construction of Dharmadhātu Maṇḍala by&nbsp;Dhaṃcāmuni, his son Nhulakṣadhana,&nbsp;and their family.</p>
",Construction of a Dharmadhātu Maṇḍala,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
46589a95-501b-4125-93d3-af93640e5090,f4905afc-ae31-4440-81e4-59e006f61409,09670bee-ec13-11e9-b125-0242ac130002,,,"<p>Members of the Caturdaśī Sevā Khalaḥ - Garṇṇapati, Jayasiṃha, Guṇaśrī, Parideva, Dharmarāja, Dhanasāgara, Siramantra -&nbsp;repaired the Mahākāla statue together. They also constructed a throne for Mahākāla.</p>
",Repair of Mahākāla image,Ritual participation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
78f4d486-2e57-49a8-ba34-f342cc8952a7,426f45a7-8a6c-451f-b58b-311296fc0521,09cff614-e084-49eb-9fd7-7e4eb20cd37d,,,"<p>Although no records have been found regarding the construction of the temple, local residents say that it was built by Vira Śamśera Jaṅga Bahādura Rāṇā (1852-1901) and the temple was named after him.</p>
",Establishment of the temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
460e0c38-90dd-447b-9ba0-8b70aef6615f,8f2a5e7a-668f-49aa-8458-ca0ade045924,09cff614-e084-49eb-9fd7-7e4eb20cd37d,,,"<p>Since 20-30 years, the temple was slightly tilted. The 2015 earthquake damaged it heavily.</p>
",Damaged in 2015 earthquake,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
518b3874-7627-4015-8b1c-bd38598101b4,ed8acd64-6df9-482c-8fbc-d3283b20d6a8,09cff614-e084-49eb-9fd7-7e4eb20cd37d,,,"<p>The temple was rebuilt by the Department of Archaeology of Nepal in 2020.</p>
",Rebuilt of the temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
57d21b2b-2c23-4b66-b1c8-f9d3817c9967,490fae13-ba1b-41b9-8caf-ccb36102a597,0b26d633-56f8-4872-859c-76d7f7c0677d,,,"<p>Vajrācārya Jinadeva and his wife Vimalā together with their children&nbsp;constructed the Śikharakūṭa Caitya. They also endowed some plots of land to perform worship.</p>
",Construction of Śikharakūṭa Caitya (LAL0861-002),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
786ebba4-4a29-4ea2-9726-6f4934756970,51835b88-44f5-4be4-8760-2868f8bc936f,0b26d633-56f8-4872-859c-76d7f7c0677d,,,"<p>Rājabhāi Vajrācārya, his wife Lakṣmī Vajrācārya and other family members jointly offered 21 praying wheels to four Caityas and two Dharmadhātu Maṇḍalas in the memory of their deceased parents Buddharatna Vajrācārya and Bekhāmāyā Vajrācārya.</p>
",Offering praying wheels,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
48dec257-9be0-41e0-a1d1-d2e4a701afdc,356f00a6-bf83-4423-8b65-46c811542885,0b6871b6-44e1-45f4-9074-005d6e68a28e,,,"<p>The Phalcā was constructed under the initiative of Dīryavīra Siṃha from Kirtipur. He also had statues of Viṣṇu and Gaṇeśa installed at the same time inside the Phalcā.&nbsp;</p>
",Initial construction ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
98e5470b-d332-4c5f-8b78-5c487bee4a81,d083001c-b95c-4d15-a73e-dddf0b54cd61,0b6871b6-44e1-45f4-9074-005d6e68a28e,,,"<p>To protect the Viṣṇu statue (KIR4021-001) and other musical instruments from theft or damage, the three bays of the Phalcā were covered with an iron grill.&nbsp;</p>
",Fixing of an iron grill ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
1cfccdea-5348-44fb-815d-7e832e355b4b,f2f7f188-a4d2-4a4f-9ba9-61e01c6fd362,0b6871b6-44e1-45f4-9074-005d6e68a28e,,,"<p>The roof of the Phalcā was renovated by replacing a wooden beam, strut and eaves board. The project was handled by local youths supported with funding from the Lāyakū Village Development Committee, ward no. 9.&nbsp;</p>
",Renovation of the roof ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c21d5655-f20d-4dc4-8926-966d8f631485,f28aa936-bc8e-429a-8bd1-8d1f33e67ccf,0b875a50-e754-11e9-b125-0242ac130002,,,"<p>Prajāpati Thakura Śaṅkhadhara, resident of Cvachẽ, constructed the monastery with his wives Bhakhvāla Thakũ and Yacu. On that day, a&nbsp;<em>caitya</em>&nbsp;and a&nbsp;<em>dharmadhātu</em>&nbsp;<em>maṇḍala</em>&nbsp;were also installed&nbsp;in front of the <em>dyaḥchẽ</em>.</p>
","Construction of the Bāhāḥ
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ebb0ce68-9567-4cd8-b81f-26978233768f,cae4b0fe-0bb4-439f-9185-89792919bf58,0b875a50-e754-11e9-b125-0242ac130002,,,"<p>The Caitya was clad&nbsp;in&nbsp;copper repousse plate.</p>
","Cladding the Caitya with copper repousse plate
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a6464ca6-b006-4d34-89ee-98f7f53c1f53,d26b979f-3bda-4786-addc-9f8201e6c506,0be328fe-020b-11ea-a389-0242ac130002,,,"<p>Locals reconstructed the Phalcā in 2011. In the reconstruction process, the Phalcā was moved five feet back from its original position to protect it from road-widening. The&nbsp;statues of Gaṇeśa and Sarasvatī were also added during this time. &nbsp;</p>
","Reconstruction of Phalcā
",Reconstruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e2d74d56-07c0-4521-9289-63fec3ef0757,325f0e53-b673-420c-893f-a9985f7907fc,0c6b269c-e676-11e9-8bc4-0242ac130002,,,"<p>The inscription records that King Yoganarendra Malla (1685-1750) issued an order to renovate the Maṇimanḍapa in NS 821 (CE 1701).</p>
",Renovation of the Maṇimaṇḍapa,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
